 id|name|oper|city|st|zip_fixed|lat|lng|fy09|fy08|fy07|fy06|fy05|fy04|fy03|fy02|fy01|fy00|fy99|fy98|fy97|fy96|fy95|fy94|fy93|fy92|fy91|fy90|fy89|fy88|fy87|fy86|fy85|fy84|fy83|fy82|fy81 
807|DELAWARE COUNTY JAIL|County|DELHI|NY|13753|42.2781401|-74.9159946|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0
812|PERRY CO PRISON||NEW BLOOMFIELD|PA||40.4183333|-77.1883333|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0
828|PINELLAS COUNTY JAIL|County|CLEARWATER|FL|33762|27.9006925|-82.6861446|2|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
833|OCEAN COUNTY JAIL||TOMS RIVER|NJ||39.953729|-74.1979192|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
63|NEWTON COUNTY CORR. CTR.|GEO Group, Inc|NEWTON|TX|75966|30.8485337|-93.7574008|0|0|0|69|84|172|285|195|47|102|192|29|0|0|0|0|0|9|2|0|0|0|0|0|0|0|0|0|0
73|HARTFORD CORR CENTER|City or Municipality|HARTFORD|CT|06120|41.7888066|-72.6712894|0|0|32|78|83|141|172|151|102|96|67|53|36|17|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0
817|SAC & FOX NATION JUV DET|Regional and Federal Facilities|STROUD|OK|74079|35.7486798|-96.6580726|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
89|ENGLEWOOD FED.CORR.INST.|Regional and Federal Facilities|LITTLETON|CO|80123|39.6166037|-105.0674317|0|0|0|0|0|13|3|8|7|8|5|20|67|71|33|19|21|24|65|69|94|145|91|31|15|5|2|1|0
839|ALHAMBRA BHC HOSPITAL|Hospital|ROSEMEAD|CA|91770|34.0805651|-118.072846|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
843|PINAL COUNTY JUV.DET.CTR.||FLORENCE|AZ||33.0314508|-111.3873431|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0
848|SCI HUNTINGDON, PA||HUNTINGDON|PA||40.4847959|-78.0102813|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0
859|SWEETWATER COUNTY JAIL|County|GREEN RIVER|WY|82935|41.5285757|-109.4662461|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
49|MIDDLESEX COUNTY JAIL|County|NORTH BRUNSWICK|NJ|08903|40.52|-74.41|149|195|199|192|196|162|247|149|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
42|PIKE COUNTY JAIL|County|MILFORD|PA|18337|41.322316|-74.8023882|140|125|121|134|97|132|153|156|163|118|105|121|137|53|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
197|RED CROSS SHELTER, SAN BENITOS, TX||SAN BENITOS|TX||26.132576|-97.6311006|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|33|156|68|0|0|0|0|0|0|0|0
66|PINAL COUNTY JAIL|County|FLORENCE|AZ|85232|32.772674|-111.1652687|524|496|125|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
81|MONROE CO., MONROE, MI.|County|MONROE|MI|48161|41.9164343|-83.3977101|78|76|96|81|90|97|136|107|66|31|24|24|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
870|BOWIE COUNTY JAIL|Community Education Centers|TEXARKANA|TX|77501|33.425125|-94.0476882|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
97|BRAZORIA COUNTY DET. CTR|County|ANGELTON|TX|77515|29.16941|-95.4318847|0|0|0|0|0|81|142|67|142|159|118|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
227|BEDFORD HEIGHTS CITY|City or Municipality|BEDFORD HTS|OH|44146|41.4169982|-81.5273428|22|25|30|24|27|15|6|12|10|13|8|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
104|DUPAGE COUNTY JAIL||WHEATON|IL||41.8661403|-88.1070127|0|0|0|0|0|0|32|73|110|127|72|110|87|19|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0
106|OKLAHOMA COUNTY JAIL|County|OKLAHOMA CITY|OK|73102|35.4711808|-97.516602|0|85|82|42|35|27|14|14|20|6|101|154|18|2|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0
122|PT COUPEE PAR DETEN. CNTS|County|NEW ROADS|LA|70760|30.7015741|-91.4362242|0|0|0|0|10|27|35|33|34|37|27|36|30|26|22|25|23|40|48|20|48|0|0|0|0|0|0|0|0
131|CONCORDIA PARISH C C|County|FERRIDAY|LA|71334|31.6301664|-91.5545649|0|0|0|0|6|65|58|78|116|117|4|0|0|0|0|0|0|0|0|1|10|0|4|0|0|0|0|0|0
149|HARLINGEN STAGING FACILITY|Federal|HARLINGEN|TX|78552|26.1862754|-97.7634019|100|99|84|53|24|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
158|HASTINGS DETENTION CENTER|State|HASTINGS|NE|68901|40.5891667|-98.3916667|0|0|0|0|50|121|140|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
165|HANCOCK COUNTY JAIL|County|BAY ST. LOUIS|MS|39520|30.305326|-89.333322|0|0|0|0|0|0|0|0|12|16|19|25|29|27|26|26|21|20|31|28|22|19|8|0|0|0|0|0|0
173|SAN BERNARDINO CO. JAIL|County|SAN BERNADINO|CA|92408|34.0868517|-117.2617329|8|102|31|27|36|33|37|14|2|1|0|0|0|0|0|7|6|0|0|0|0|0|0|0|0|0|0|0|0
182|MONTGOMERY COUNTY JAIL|County|CONROE|TX|77301|30.3120301|-95.4253757|265|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
186|TURNER GUIFORD KNIGHT (TGK) JAIL|County|MIAMI|FL|33166|25.8235041|-80.3101684|0|0|0|0|0|52|51|98|74|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
206|BASTROP COUNTY JAIL|County|BASTROP|TX|78602|30.1104947|-97.3152701|0|0|0|0|0|0|0|3|7|8|14|26|17|12|16|21|37|59|26|0|0|0|0|0|0|0|0|0|0
214|AVOYELLES WOMEN'S CORR CN|County|MARKSVILLE|LA|71351|31.1279652|-92.0662356|0|0|0|0|0|21|18|21|30|26|22|24|26|8|6|23|8|0|0|0|0|0|0|0|0|0|0|0|0
245|SOUTHWEST KEY CONROE|ORR|CONROE|TX|77304|30.3306413|-95.5302337|36|46|48|36|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
252|TERMINAL ISLAND FCI||SAN PEDRO|CA||33.7358518|-118.2922934|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|3|12|26|47|48|14|9|6|0|0|0|0|0|0
25|KERN COUNTY JAIL (LERDO)|County|BAKERSFIELD|CA|93308|35.3732921|-119.0187125|114|121|159|140|128|153|171|194|235|360|388|192|199|166|176|189|195|85|0|0|0|0|0|0|0|0|0|0|0
881|ST. MARTIN PARISH PRISON|County|BREAUX BRIDGE|LA|70517|30.2735323|-91.8992837|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
885|COWLITZ CO. JUV. DET.|County|LONGVIEW|WA|98632|46.1381676|-122.9381672|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
888|CALIF.INST.RECEPTION CTR.||CHINO|CA||34.0122346|-117.688944|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
899|SCOTT COUNTY DET.FACILITY||DAVENPORT|IA||41.5236437|-90.5776367|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
905|PRINCE GEORGES CO DET CEN||UPPER MARLBORO|MD||38.8159473|-76.7496909|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
910|KERR COUNTY JDC|County|KERRVILLE|TX|78028|30.0474332|-99.1403189|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
916|DOUGLAS CO JUV DET SVCES||OMAHA|NE||41.2523634|-95.9979883|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
921|MARICOPA MEDICAL CENTER|County|PHOENIX|AZ|85038|33.45|-111.97|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
115|PAMUNKEY REG JAIL|Regional and Federal Facilities|HANOVER|VA|23069|37.7757835|-77.3094674|41|84|65|37|39|91|68|52|42|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
19|VARICK|Ahtna, Inc.|NEW YORK|NY|10014|40.7316717|-74.0094471|235|123|18|8|5|4|3|3|220|190|149|179|188|226|231|210|223|280|229|287|260|178|136|179|52|4|0|0|0
80|PERRY COUNTY CORR. CENTER|County|UNION TOWN|AL|36786|32.988181|-87.915016|298|279|279|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
469|GLADES COUNTY DETENTION CENTER FEMALE||MOORE HAVEN|FL|33472|26.8331174|-81.0931234|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
742|CORR. CORP. OF AMERICA|Corrections Corporation of America|LEAVENWORTH|KS|66045|39.3111112|-94.9224637|0|0|0|0|0|0|0|0|0|0|0|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
603|NO. VA. JUVENILE DET|ORR|ALEXANDRIA|VA|22231|38.8048355|-77.0469214|7|4|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
645|COLOMBIA COUNTY JAIL|County|HUDSON|NY|12543|42.2528649|-73.790959|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|3|1|0|0|0|0|0|0|0|0|0
890|YAVAPAI COUNTY JAIL|County|PRESCOTT|AZ|85031|34.5400242|-112.4685025|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29|ETOWAH COUNTY JAIL (AL)|County|GADSDEN|AL|35901|34.014264|-86.0066386|352|352|339|383|308|281|231|50|65|83|88|34|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
33|LOS CUST CASE|Federal|SAN PEDRO|CA|90731|33.7322884|-118.2935891|149|227|174|130|134|151|116|124|122|136|92|109|161|169|75|66|92|43|19|13|4|4|3|3|2|1|0|0|0
35|AVOYELLES PARISH PRISON||MARKSVILLE|LA||31.1279652|-92.0662356|0|0|0|0|0|0|0|0|105|130|188|200|201|151|102|71|125|98|181|254|253|200|35|0|0|0|0|0|0
36|SEATTLE CONTRACT DET.FAC.|Federal|SEATTLE|WA|98134|47.5730217|-122.3316347|0|0|0|0|0|78|206|198|210|203|201|187|180|155|170|161|133|97|74|0|0|0|0|0|0|0|0|0|0
37|YUBA COUNTY JAIL|County|MARYSVILLE|CA|95901|39.1457253|-121.5913547|189|169|165|169|193|200|199|196|196|146|111|71|71|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
39|WICOMICO CO DET|County|SALISBURY|MD|21801|38.3606736|-75.5993692|0|35|79|78|88|77|54|92|103|140|123|120|115|119|115|111|119|114|72|78|36|0|0|0|0|0|0|0|0
43|DALLAS COUNTY JAIL|County|DALLAS|TX|75207|32.7891591|-96.8217017|0|0|0|0|0|21|113|126|166|354|276|377|205|92|7|2|1|1|1|0|0|0|0|0|0|0|0|0|0
47|FLORENCE STAGING FACILITY|Federal|FLORENCE|AZ|85232|32.772674|-111.1652687|171|193|253|139|195|184|126|111|100|55|3|2|2|2|2|2|2|2|2|2|2|2|2|0|0|0|0|0|0
46|POLK COUNTY JAIL|Community Education Centers|LIVINGSTON|TX|77351|30.711029|-94.9329898|817|603|195|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
27|ROLLING PLAINS DETENTION CENTER|Emerald Correctional Management|HASKELL|TX|79521|33.1576031|-99.7337014|561|520|488|266|238|383|246|22|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
14|SOUTH TEXAS DETENTION COMPLEX|GEO Group, Inc|PEARSALL|TX|78061|28.8921939|-99.095033|1548|1470|1582|960|113|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|EL CENTRO SPC|U.S. Immigrations and Customs Enforcement|EL CENTRO|CA|92243|32.792|-115.5630514|466|426|451|440|472|432|455|507|496|505|544|524|596|581|473|355|269|298|331|387|469|452|430|302|6|0|0|0|0
5|KROME NORTH SPC|U.S. Immigrations and Customs Enforcement|MIAMI|FL|33194|25.7607946|-80.4772699|644|577|677|400|541|576|681|671|528|629|491|341|285|333|321|326|280|394|498|470|540|126|6|5|2|2|0|0|0
40|NORTH LAS VEGAS|City or Municipality|N. LAS VEGAS|NV|89030|36.2040034|-115.1296249|139|121|122|132|135|126|127|141|111|110|139|175|151|115|12|8|5|0|0|0|0|0|0|0|0|0|0|0|0
17|WILLACY COUNTY DETENTION CENTER|Management and Training Corporation|RAYMONDVILLE|TX|78580|26.4814565|-97.783051|1335|1431|1479|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
155|FLORENCE FED.CORR.INST.|Regional and Federal Facilities|FLORENCE|CO|81292|38.3902777|-105.1185988|0|1|1|1|7|17|25|29|30|35|39|40|36|30|31|23|4|0|0|0|0|0|0|0|0|0|0|0|0
6|OAKDALE FED.DET.CENTER|Regional and Federal Facilities|OAKDALE|LA|71463|30.8160276|-92.660421|556|430|548|629|570|640|502|523|649|677|613|579|517|567|527|588|452|361|240|97|0|0|0|0|0|0|0|0|0
38|PIEDMONT REG JAIL|Regional and Federal Facilities|FARMVILLE|VA|23901|37.3020965|-78.3919401|251|299|283|300|182|126|141|121|75|62|34|8|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
30|TENSAS PARISH DET. CNTR.|Emerald Correctional Management|WATERPROOF|LA|71357|31.8048847|-91.383449|286|346|420|433|380|375|120|123|17|0|0|0|5|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
48|TRI-COUNTY JAIL|County|ULIN|IL|62992|37.272781|-89.1515476|182|162|168|134|147|94|140|166|140|112|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
50|JENA/LASALLE DETENTION FACILITY|GEO Group, Inc|JENA|LA|71342|31.6832271|-92.1337448|950|525|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
51|CALHOUN CO., BATTLE CR,MI|County|BATTLE CREEK|MI|49036|41.9327779|-85.0649071|194|197|168|177|132|161|150|107|70|70|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
54|HAMPTON ROADS REGIONAL JAIL|County|PORTSMOUTH|VA|23701|36.8130915|-76.3695167|318|184|140|168|242|180|94|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
59|MCHENRY COUNTY SHERIFF'S|County|WOODSTOCK|IL|60098|42.3147436|-88.4487021|342|250|218|175|43|41|33|48|66|31|0|0|0|0|0|0|5|0|5|4|1|4|0|0|0|0|0|0|0
62|BAY COUNTY|County|PANAMA CITY|FL|32404|30.0066385|-85.4839604|0|0|0|0|10|124|149|166|162|133|141|142|127|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
69|PINE PRAIRIE CORRECTIONAL CENTER|County|PINE PRAIRIE|LA|70576|30.7806975|-92.4227241|0|0|428|142|74|89|94|111|99|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
71|SOUTHWEST KEY JUVENILE SH|ORR|PHOENIX|AZ|85017|33.5035124|-112.1251372|110|105|116|137|125|91|73|52|45|47|48|47|41|20|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0
83|DENTON COUNTY JAIL|County|DENTON|TX|76205|33.1955954|-97.1197867|0|0|0|0|0|0|53|154|158|108|120|184|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
85|SHERBURNE COUNTY JAIL|County|ELK RIVER|MN|55330|45.3172222|-93.5811111|139|136|154|99|49|66|89|61|50|13|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
86|BERNALILLO COUNTY DET CTR|Cornell|ALBUQUERQUE|NM|87102|35.0848894|-106.6468148|0|0|514|332|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
90|SANTA ANA COUNTY JAIL|County|SANTA ANA|CA|92703|33.7526686|-117.9190418|132|92|51|35|54|109|105|57|47|33|3|70|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
91|SANTA CLARA CO MAIN JAIL|County|SAN JOSE|CA|95110|37.354611|-121.918866|167|187|214|111|77|34|2|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
92|GLADES COUNTY DETENTION CENTER|County|MOORE HAVEN|FL|33471|26.8331174|-81.0931234|379|355|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
93|WAKULLA COUNTY JAIL|County|CRAWFORDVILLE|FL|32327|30.174391|-84.3121264|124|113|120|142|111|61|20|8|33|42|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
95|MECKLENBURG (NC) CO JAIL|County|CHARLOTTE|NC|28202|35.2326781|-80.8460822|108|121|133|56|42|56|78|65|55|20|11|12|5|4|2|2|1|3|1|3|3|2|0|0|0|0|0|0|0
96|JUVENILE FACILITY, CHI|ORR|CHICAGO|IL|60626|42.0101318|-87.6729074|56|72|84|49|58|55|52|43|50|60|61|56|39|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
99|TANGIPAHOA PARISH JAIL|County|AMITE|LA|70422|30.720978|-90.50858|0|0|0|0|0|35|40|71|80|53|54|55|58|48|47|32|14|26|42|41|35|3|0|0|0|0|0|0|0
100|KENOSHA COUNTY JAIL|County|KENOSHA|WI|53144|42.5847425|-87.8211854|160|136|105|96|98|106|26|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
84|LAS VEGAS CITY JAIL|City or Municipality|LAS VEGAS|NV|89101|36.1697096|-115.1236952|0|0|0|0|15|138|135|130|161|162|114|15|0|0|1|3|2|7|0|0|0|0|0|0|0|0|0|0|0
88|DEPARTMENT OF CORRECTIONS|City or Municipality|AGANA|GU|96910|13.47617|144.751511|33|33|21|20|15|23|28|64|101|270|221|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
70|OTERO COUNTY PROCESSING CENTER|Management and Training Corporation|CHAPARRAL|NM|88081|32.0391667|-106.4297222|860|206|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
53|LOMPOC USP|Regional and Federal Facilities|LOMPOC|CA|93436|34.6391501|-120.4579409|0|0|0|0|0|2|5|6|8|11|18|33|41|48|63|83|129|170|172|180|120|118|94|26|11|5|3|2|1
56|OAKDALE FED.CORR.INST.|Regional and Federal Facilities|OAKDALE|LA|71463|30.8160276|-92.660421|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|227|343|267|216|183|62|0|0|0|0|0|0|0|0
61|TERRE HAUTE USP|Regional and Federal Facilities|TERRE HAUTE|IN|47808|39.47|-87.41|2|2|2|4|8|55|186|203|130|59|24|32|19|7|8|13|28|36|31|52|106|103|78|20|12|8|7|5|4
144|HERNANDO COUNTY JAIL|Corrections Corporation of America|BROOKSVILLS|FL|34609|28.4784286|-82.5077593|227|86|0|0|0|0|0|0|15|25|23|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
101|SOUTHWEST KEY PROG. (JUV)|ORR|CANUTILLO|TX|79835|31.9114925|-106.6002687|78|59|86|85|79|59|41|34|35|38|44|47|25|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
123|OAKLAND CITY JAIL|City or Municipality|OAKLAND|CA|94607|37.8091431|-122.2909078|0|0|0|0|36|40|43|28|35|36|51|68|80|26|6|4|20|35|2|3|0|0|0|0|0|0|0|0|0
64|DEKALB CO JAIL|County|DECATUR|GA|30032|33.7414395|-84.2594861|0|0|0|0|0|0|0|0|426|501|154|101|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
109|ABBCRS-RED CRS AGR.||BROWNSVILLE|TX||25.9017472|-97.4974838|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|161|410|1|0|0|0|0|0|0|0
110|CALCASIEU PARISH PRISON|County|LAKE CHARLES|LA|70601|30.2237109|-93.2080991|0|8|32|14|27|50|32|46|35|50|194|79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
111|WORCESTER CO. JAIL|County|SNOW HILL|MD|21863|38.1770634|-75.3926959|65|58|56|62|58|62|62|55|51|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
114|WESTERN TENNESSEE DET. FAC.|State|MASON|TN|38049|35.4117501|-89.5328538|14|23|49|93|38|54|75|87|65|32|9|11|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
117|LACKAWANA CNTY JAIL, PA|County|SCRANTON|PA|18503|41.4108493|-75.6659016|112|143|134|36|0|25|39|27|26|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
118|SENECA COUNTY JAIL|County|TIFFIN|OH|44883|41.1144992|-83.1779746|109|108|99|57|43|61|28|30|4|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
125|BERKS COUNTY FAMILY SHELTER|County|LEESPORT|PA|19533|40.4470377|-75.9663221|79|77|77|73|62|45|32|35|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
127|DORCHESTER CO DET CNTR|County|CAMBRIDGE|MD|21613|38.5631744|-76.0788292|32|32|58|55|50|54|65|37|29|32|34|15|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
128|COLQUITT COUNTY JAIL|County|MOULTRIE|GA|31776|31.18|-83.78|1|0|5|21|39|108|137|112|17|0|23|22|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
129|CATHOLIC CHARITIES (HOU)|ORR|HOUSTON|TX|77006|29.7431508|-95.38872|75|78|68|44|29|18|14|13|12|13|15|17|13|10|9|14|12|8|6|7|0|0|0|0|0|0|0|0|0
130|JEFFERSON COUNTY JAIL|County|WAURIKA|OK|73573|34.1670371|-97.997536|0|0|0|0|0|6|100|122|92|82|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
132|CLINTON COUNTY CORR. FAC.|County|MCELHATTAN|PA|17748|41.127897|-77.3611549|144|124|71|51|28|29|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
134|BOYSTOWN|ORR|MIAMI|FL|33186|25.6653934|-80.3992652|44|36|47|38|39|38|29|23|26|24|14|11|8|7|7|10|4|2|3|5|7|4|1|0|0|0|0|0|0
138|HOWARD COUNTY DET CNTR|County|JESSUP|MD|20794|39.1492746|-76.7752493|35|36|34|31|29|32|35|37|20|24|20|20|21|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
140|COMAL CTY JAIL|County|NEW BRAUNFELS|TX|78130|29.7030024|-98.1244531|0|0|0|0|38|17|59|49|71|72|17|25|12|6|2|14|15|3|0|0|0|0|0|0|0|0|0|0|0
142|WAYNE COUNTY, DETROIT|County|DETROIT|MI|48221|42.4349152|-83.1541796|37|74|93|63|35|9|0|0|1|3|17|19|11|8|3|4|5|6|6|0|0|0|0|0|0|0|0|0|0
143|CARVER COUNTY JAIL|County|CHASKA|MN|55318|44.8211|-93.605138|40|38|26|1|13|41|25|47|40|35|34|25|18|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
126|OTERO COUNTY PRISON FACILITY|Management and Training Corporation|CHAPARRAL|NM|88081|32.0391667|-106.4297222|0|139|284|76|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
148|ST MARTIN PARISH CORR CNT|County|ST MARTINVILLE|LA|70582|30.125|-91.8305556|0|0|0|3|6|6|3|25|21|25|70|45|47|46|19|0|0|0|0|19|26|3|0|0|0|0|0|0|0
150|SND DISTRICT STAGING|Federal|SAN DIEGO|CA|92101|32.721742|-117.1647094|34|40|26|12|17|19|30|23|32|27|42|21|8|5|2|2|2|8|2|2|1|0|0|0|0|0|0|0|0
102|RIVERSIDE REG JAIL|Regional and Federal Facilities|HOPEWELL|VA|23860|37.3043154|-77.2872001|63|97|39|24|32|55|20|42|69|69|87|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
162|CITRUS COUNTY JAIL|Corrections Corporation of America|LECANTO|FL|34461|28.8516486|-82.4875981|0|20|16|25|0|0|64|79|71|29|7|1|11|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
152|GUADALUPE CTY JAIL|County|SEGUIN|TX|78155|29.5688411|-97.9647269|2|1|0|0|0|95|163|93|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
175|MANSFIELD L.E. CENTER|City or Municipality|MANSFIELD|TX|76063|32.5631924|-97.1416768|0|0|0|0|0|0|1|13|77|78|115|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
156|HARDIN CO JAIL|County|ELDORA|IA|50627|42.3602778|-93.1013889|69|57|63|56|49|34|7|7|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
159|DOUGLAS COUNTY CORRECTION|County|OMAHA|NE|68102|41.2661075|-95.9330455|133|134|45|0|0|0|6|5|7|5|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
160|LAFAYETTE PARISH CORR CNT|County|LAFAYETTE|LA|70502|30.24|-92.01|0|0|0|0|0|0|0|0|0|0|0|1|9|12|16|34|10|22|22|27|53|77|57|0|0|0|0|0|0
161|RAMSEY ADC ANNEX, SPM|County|ST. PAUL|MN|55102|44.9343827|-93.1127413|71|66|38|72|61|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
172|MONTGOMERY COUNTY JAIL|County|MONTGOMERY CITY|MO|63361|38.9775406|-91.5048844|43|36|32|33|39|29|21|12|14|14|27|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
174|UTAH COUNTY JAIL|County|SPANISH FORK|UT|84660|40.114955|-111.654923|85|70|39|26|14|25|20|12|6|0|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
